"DIN.PIN","Brand.Name","Manufacturer.Code","Dosage.Form","Strength","Effective.Date","End.Date","Active.Ingredients","Active.Ingredient.Class.and.Use","Other.Notes","conversion_factor"
"02309890","PMS-Oxycodone CR","PMS","er tab","20mg","2012-11-27","","oxycodone hydrochloride","opioid- long term moderate to severe pain relief (controlled release)","",1.5
"02309904","PMS-Oxycodone CR","PMS","er tab","40mg","2012-11-27","","oxycodone hydrochloride","opioid- long term moderate to severe pain relief (controlled release)","",1.5
"02309912","PMS-Oxycodone CR","PMS","er tab","80mg","2012-11-27","","oxycodone hydrochloride","opioid- long term moderate to severe pain relief (controlled release)","",1.5
"02311593","Pro-Clonazepam","PRD","tab","0.5mg","2012-04-16","","clonazepam","bzd- seizure disorder + panic and anxiety disorder","",10
"02311607","Pro-Clonazepam","PRD","tab","1mg","2012-04-16","","clonazepam","bzd- seizure disorder + panic and anxiety disorder","",10
"02311615","Pro-Clonazepam","PRD","tab","2mg","2012-04-16","","clonazepam","bzd- seizure disorder + panic and anxiety disorder","",10
"02315068","Novo-Methylphenidate ER-C","NOP","sr tab","18mg","2012-04-16","","methylphenidate hydrochloride","stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy","",NA
"02315076","Novo-Methylphenidate ER-C","NOP","sr tab","27mg","2012-04-16","","methylphenidate hydrochloride","stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy","",NA
"02315084","Novo-Methylphenidate ER-C","NOP","sr tab","36mg","2012-04-16","","methylphenidate hydrochloride","stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy","",NA
"02315092","Novo-Methylphenidate ER-C","NOP","sr tab","54mg","2012-04-16","","methylphenidate hydrochloride","stimulant- exended release and controlled delivery for adhd and sometimes narcolepsy","",NA
"02319403","Teva-Hydromorphone","TEV","tab","1mg","2012-04-16","","hydromorphone hydrochloride","opioid- chronic severe pain and cancer pain","",5
"02319411","Teva-Hydromorphone","TEV","tab","2mg","2012-04-16","","hydromorphone hydrochloride","opioid- chronic severe pain and cancer pain","",5
"02319438","Teva-Hydromorphone","TEV","tab","4mg","2012-04-16","","hydromorphone hydrochloride","opioid- chronic severe pain and cancer pain","",5
"02319446","Teva-Hydromorphone","TEV","tab","8mg","2012-04-16","","hydromorphone hydrochloride","opioid- chronic severe pain and cancer pain","",5
"02319977","PMS-Oxycodone","PMS","tab","5mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02319985","PMS-Oxycodone","PMS","tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02319993","PMS-Oxycodone","PMS","tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02320312","Sandoz Methylphenidate SR","SDZ","er tab","20mg","2012-04-16","","methylphenidate hydrochloride","stimulant- sustained release for adhd and sometimes narcolepsy","",NA
"02320398","M-Eslon IR","ETH","cap","5mg","2017-03-28","","morphine sulfate","opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ","",1
"02320428","M-Eslon IR","ETH","cap","10mg","2017-03-28","","morphine sulfate","opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ","",1
"02320436","M-Eslon IR","ETH","cap","20mg","2017-06-30","","morphine sulfate","opioid- short-acting moderate to severe pain for post-operative reasons but also palliative care ","",1
"02323192","Oxycontin","PFP","er tab","15mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"02323206","Oxycontin","PFP","er tab","30mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"02323214","Oxycontin","PFP","er tab","60mg","2012-04-16","","oxycodone hydrochloride","opioid- long term pain relief (high overodse risk)","",1.5
"02324253","PMS-Hydrocodone","PMS","o/l","1mg/mL","2012-04-16","","hydrocodone","opioid- long term pain relief (high overodse risk)","",1
"02324628","Apo-Oxycodone/Acet","APX","tab","5mg & 325mg","2012-04-16","","oxycodone hydrochloride +acetaminophen","opioid- antitussive, antipyretic and short-term analgesic. ","",1.5
"02325950","Oxycodone","PRD","tab","5mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02325969","Oxycodone","PRD","tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02325977","Oxycodone","PRD","tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02326221","Methylphenidate","PRD","tab","5mg","2012-04-16","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02326248","Methylphenidate","PRD","tab","10mg","2012-04-16","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02326256","Methylphenidate","PRD","tab","20mg","2012-04-16","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02326264","Sandoz Oxycodone CR","SDZ","er tab","10mg","2012-11-27","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02326272","Sandoz Oxycodone CR","SDZ","er tab","20mg","2012-11-27","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02326280","Sandoz Oxycodone CR","SDZ","er tab","40mg","2012-11-27","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02326299","Sandoz Oxycodone CR","SDZ","er tab","80mg","2012-11-27","","oxycodone hydrochloride","opioid- post-operative pain and long-term pain relief","",1.5
"02330377","Apo-Methylphenidate ER","APX","sr tab","54mg","2016-09-23","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02336790","Apo-Tramadol/Acet","APX","tab","37.5mg & 325mg","2012-04-16","","tramadol hydrochloride","opioid- post-operative pain and muscoskeletal injuries (short-term)","",1
"02337266","Jurnista","JAN","er tab","4mg","2012-04-16","","hydromorphone hydrochloride","opioid- moderate to severe chronic pain management","",5
"02337274","Jurnista","JAN","er tab","8mg","2012-04-16","","hydromorphone hydrochloride","opioid- moderate to severe chronic pain management","",5
"02337282","Jurnista","JAN","er tab","16mg","2012-04-16","","hydromorphone hydrochloride","opioid- moderate to severe chronic pain management","",5
"02337290","Jurnista","JAN","er tab","32mg","2012-04-16","","hydromorphone hydrochloride","opioid- moderate to severe chronic pain management","",5
"02339609","Targin","PFP","er tab","10mg","2012-04-16","","oxycodone hydrochloride+ naloxone hydrochloride","opioid- moderate to severe chronic pain management (non-cancer pain)","",1.5
"02339617","Targin","PFP","er tab","20mg","2012-04-16","","oxycodone hydrochloride+ naloxone hydrochloride","opioid- moderate to severe chronic pain management (non-cancer pain)","",1.5
"02339625","Targin","PFP","er tab","40mg","2012-04-16","","oxycodone hydrochloride+ naloxone hydrochloride","opioid- moderate to severe chronic pain management (non-cancer pain)","",1.5
"02341034","Riva-Oxycodone CR","RIA","er tab","10mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and cancer pain. also used for palliative reasons","",1.5
"02341042","Riva-Oxycodone CR","RIA","er tab","20mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and cancer pain. also used for palliative reasons","",1.5
"02341050","Riva-Oxycodone CR","RIA","er tab","40mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and cancer pain. also used for palliative reasons","",1.5
"02341069","Riva-Oxycodone CR","RIA","er tab","80mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and cancer pain. also used for palliative reasons","",1.5
"02344602","Clonazepam","MEL","tab","1mg","2012-04-16","","clonazepam","bzd- seizure disorder + panic and anxiety disorder","",10
"02344610","Clonazepam","MEL","tab","2mg","2012-04-16","","clonazepam","bzd- seizure disorder + panic and anxiety disorder","",10
"02344629","Clonazepam-R","MEL","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02345676","Zym-Clonazepam","ZYN","tab","0.5mg","2012-04-16","","clonazepam","bzd","",10
"02347156","Vyvanse","SHI","cap","20mg","2012-04-16","","dexytroamphetamine","stimulant- adhd and binge eating disorder (low abuse potential)","",NA
"02347164","Vyvanse","SHI","cap","40mg","2012-04-16","","dexytroamphetamine","stimulant- adhd and binge eating disorder (low abuse potential)","",NA
"02347172","Vyvanse","SHI","cap","60mg","2012-04-16","","dexytroamphetamine","stimulant- adhd and binge eating disorder (low abuse potential)","",NA
"02347180","Teva-Tramadol/Acetaminophen","TEV","tab","37.5mg & 325mg","2012-10-01","","tramadol hydrochloride","opioid- post-operative pain and muscoskeletal injuries (short-term)","",1
"02347733","NTP-Lorazepam","NTP","tab","0.5mg","2012-11-02","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02347741","NTP-Lorazepam","NTP","tab","1mg","2012-11-02","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02347768","NTP-Lorazepam","NTP","tab","2mg","2012-11-02","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02349191","Alprazolam","SAI","tab","0.25mg","2012-11-29","","alprazolam","bzd- genralized anxiety and panic disorder (more potent)","",10
"02349205","Alprazolam","SAI","tab","0.5mg","2012-11-29","","alprazolam","bzd- genralized anxiety and panic disorder (more potent)","",10
"02349469","Ultram","JAN","tab","50mg","2012-04-16","","tramadol hydrochloride","opioid- post-operative pain and muscoskeletal injuries (short-term)","",1
"02350661","Onsolis","VAL","buccal soluble fil","200mcg","2012-04-16","","fentanyl","opioid -management of breakthrough pain in cancer patients","",0.13
"02350688","Onsolis","VAL","buccal soluble fil","400mcg","2012-04-16","","fentanyl","opioid -management of breakthrough pain in cancer patients","",0.13
"02350696","Onsolis","VAL","buccal soluble fil","600mcg","2012-04-16","","fentanyl","opioid -management of breakthrough pain in cancer patients","",0.13
"02350718","Onsolis","VAL","buccal soluble fil","800mcg","2012-04-16","","fentanyl","opioid -management of breakthrough pain in cancer patients","",0.13
"02350726","Onsolis","VAL","buccal soluble fil","1200mcg","2012-04-16","","fentanyl","opioid -management of breakthrough pain in cancer patients","",0.13
"02350815","Morphine SR","SAI","er tab","15mg","2012-11-29","","morphine sulfate","opioid - long term pain relief (sustained release)","",1
"02350890","Morphine SR","SAI","er tab","30mg","2012-11-29","","morphine sulfate","opioid - long term pain relief (sustained release)","",1
"02350912","Morphine SR","SAI","er tab","60mg","2012-11-29","","morphine sulfate","opioid - long term pain relief (sustained release)","",1
"02350920","Morphine SR","SAI","er tab","100mg","2012-11-29","","morphine sulfate","opioid - long term pain relief (sustained release)","",1
"02350947","Morphine SR","SAI","er tab","200mg","2012-11-29","","morphine sulfate","opioid - long term pain relief (sustained release)","",1
"02351072","Lorazepam","SAI","tab","0.5mg","2012-11-29","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02351080","Lorazepam","SAI","tab","1mg","2012-11-29","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02351099","Lorazepam","SAI","tab","2mg","2012-11-29","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam)","",5
"02359502","Hydromorph Contin","PFP","cr cap","4.5mg","2012-04-16","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02359510","Hydromorph Contin","PFP","cr cap","9mg","2012-04-16","","hydromorphone hydrochloride","opioid- long term pain relief for moderate to severe pain","",5
"02360322","Zytram XL","PFP","er tab","75mg","2012-04-16","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02360349","Zytram XL","PFP","er tab","100mg","2012-04-16","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02360373","Nucynta CR","JAN","er tab","50mg","2012-04-16","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02360381","Nucynta CR","JAN","er tab","100mg","2012-04-16","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02360403","Nucynta CR","JAN","er tab","150mg","2012-04-16","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02360411","Nucynta CR","JAN","er tab","200mg","2012-04-16","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02360438","Nucynta CR","JAN","er tab","250mg","2012-04-16","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02361361","Oxycodone/Acet","SAI","tab","5mg & 325mg","2012-11-29","","oxycodone hydrochloride+acetaminophen","opioid- short-term moderate to severe pain","",1.5
"02364115","Apo-Hydromorphone","APX","tab","1mg","2012-06-01","","hydromorphone hydrochloride","opioid- short-term moderate to severe pain","",5
"02364123","Apo-Hydromorphone","APX","tab","2mg","2012-06-01","","hydromorphone hydrochloride","opioid- short-term moderate to severe pain","",5
"02364131","Apo-Hydromorphone","APX","tab","4mg","2012-06-01","","hydromorphone hydrochloride","opioid- short-term moderate to severe pain","",5
"02364158","Apo-Hydromorphone","APX","tab","8mg","2012-06-01","","hydromorphone hydrochloride","opioid- short-term moderate to severe pain","",5
"02364174","Abstral","PAL","sl tab","100mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02364182","Abstral","PAL","sl tab","200mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02364190","Abstral","PAL","sl tab","300mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02364204","Abstral","PAL","sl tab","400mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02364212","Abstral","PAL","sl tab","600mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02364220","Abstral","PAL","sl tab","800mcg","2012-04-16","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02366746","Apo-Oxycodone CR","APX","er tab","5mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02366754","Apo-Oxycodone CR","APX","er tab","10mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02366762","Apo-Oxycodone CR","APX","er tab","20mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02366789","Apo-Oxycodone CR","APX","er tab","80mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372525","OxyNEO","PFP","cr tab","10mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372533","OxyNEO","PFP","cr tab","15mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372541","OxyNEO","PFP","cr tab","30mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372568","OxyNEO","PFP","cr tab","40mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372576","OxyNEO","PFP","cr tab","60mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372584","OxyNEO","PFP","cr tab","80mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02372797","OxyNEO","PFP","cr tab","20mg","2012-04-16","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02373017","Durela","CIP","cap","100mg","2012-05-24","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02373025","Durela","CIP","cap","200mg","2012-05-24","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02373033","Durela","CIP","cap","300mg","2012-05-24","","tramadol hydrochloride","opioid- long term pain relief for moderate to severe pain","",1
"02378272","Nucynta IR","JAN","tab","50mg","2012-05-10","","tapentadol","opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations)","",0.3
"02378280","Nucynta IR","JAN","tab","75mg","2012-05-10","","tapentadol","opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations)","",0.3
"02378299","Nucynta IR","JAN","tab","100mg","2012-05-10","","tapentadol","opioid- long term pain relief for moderate to severe breakthrough pain (administration in more frequent than controlled release formulations)","",0.3
"02383209","Co Tramadol/Acet","COB","tab","37.5mg & 325mg","2012-06-01","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02387425","Targin","PFP","er tab","2.5mg & 5mg","2012-11-23","","oxycodone hydrochloride+ naloxone hydrochloride","opioid- moderate to severe chronic pain management (non-cancer pain)","",1.5
"02388197","Ran-Tramadol/Acet","RAN","tab","37.5mg & 325mg","2012-11-02","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02388294","Tramaphen-Odan","ODN","tab","37.5mg & 325mg","2012-11-29","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02388308","Jamp-Acet-Tramadol","JPC","tab","37.5mg & 325mg","2012-10-01","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02388324","Mar-Tramadol/Acet","MAR","tab","37.5mg & 325mg","2012-10-01","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02394170","Co Oxycodone CR","COB","er tab","5mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394189","Co Oxycodone CR","COB","er tab","10mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394197","Co Oxycodone CR","COB","er tab","20mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394200","Co Oxycodone CR","COB","er tab","40mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394219","Co Oxycodone CR","COB","er tab","80mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394766","Apo-Oxycodone CR","APX","er tab","15mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394774","Apo-Oxycodone CR","APX","er tab","30mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02394782","Apo-Oxycodone CR","APX","er tab","60mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02397056","Jamp-Alprazolam","JPC","tab","1mg","2025-01-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02397064","Jamp-Alprazolam","JPC","tab","2mg","2025-01-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02397501","Sandoz Oxycodone CR","SDZ","er tab","5mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02397536","PMS-Oxycodone CR","PMS","er tab","5mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02397544","PMS-Oxycodone CR","PMS","er tab","15mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02397552","PMS-Oxycodone CR","PMS","er tab","30mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02397560","PMS-Oxycodone CR","PMS","er tab","60mg","2012-11-27","","oxycodone hydrochloride","opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons","",1.5
"02400111","Jamp-Alprazolam","JPC","tab","0.25mg","2013-05-13","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02400138","Jamp-Alprazolam","JPC","tab","0.5mg","2013-05-13","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02400146","Jamp-Alprazolam","JPC","tab","1mg","2014-02-27","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02400154","Jamp-Alprazolam","JPC","tab","2mg","2014-02-27","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02401657","PMS-Tramadol-Acet","PMS","tab","37.5mg & 325mg","2013-06-14","","tramadol hydrochloride + acetaminophen","opioid- short-term acute pain management (<5 days supply)","",1
"02404877","Riva-Alprazolam ","RIA","tab","0.25mg","2015-07-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02404885","Riva-Alprazolam ","RIA","tab","0.5mg","2015-07-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02404893","Riva-Alprazolam ","RIA","tab","1mg","2015-07-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02404907","Riva-Alprazolam ","RIA","tab","2mg","2015-07-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02408007","Fentora","TEV","sl tab","100mcg","2015-07-10","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02408015","Fentora","TEV","sl tab","200mcg","2015-07-10","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02408023","Fentora","TEV","sl tab","400mcg","2015-07-10","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02408031","Fentora","TEV","sl tab","600mcg","2015-07-10","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02408058","Fentora","TEV","sl tab","800mcg","2015-07-10","","fentanyl citrate","opioid- severe breakthrough pain. usually cancer pain in adults. around the clock administration","Only for use in opioid-tolerant patients (60mg of morphine daily for 7+ days)",0.13
"02408090","Mylan-Buprenorphine/Naloxone","MYL","sl tab","2mg & 0.5mg","2013-10-10","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02408104","Mylan-Buprenorphine/Naloxone","MYL","sl tab","8mg & 2mg","2013-10-10","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02410745","Apo-Lorazepam Sublingual","APX","sl tab","0.5mg","2013-10-10","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset","",5
"02410753","Apo-Lorazepam Sublingual","APX","sl tab","1mg","2013-10-10","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset","",5
"02410761","Apo-Lorazepam Sublingual","APX","sl tab","2mg","2013-10-10","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset","",5
"02413728","PMS-Methylphenidate ER","PMS","sr tab","18mg","2014-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02413736","PMS-Methylphenidate ER","PMS","sr tab","27mg","2014-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02413744","PMS-Methylphenidate ER","PMS","sr tab","36mg","2014-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02413752","PMS-Methylphenidate ER","PMS","sr tab","54mg","2014-04-30","","methylphenidate hydrochloride","stimulant- adhd medication and sometimes used for narcolepsy","",NA
"02415577","Nucynta ER","JAN","er tab","50mg","2014-05-02","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02415585","Nucynta ER","JAN","er tab","100mg","2014-05-02","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02415593","Nucynta ER","JAN","er tab","150mg","2014-05-02","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02415607","Nucynta ER","JAN","er tab","200mg","2014-05-02","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02415615","Nucynta ER","JAN","er tab","250mg","2014-05-02","","tapentadol","opioid- long term pain relief for moderate to severe pain","",0.3
"02417634","Nat-Alprazolam","NAT","tab","0.25mg","2015-10-29","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02417642","Nat-Alprazolam","NAT","tab","0.5mg","2015-10-29","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02417650","Nat-Alprazolam","NAT","tab","1mg","2015-10-29","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02417669","Nat-Alprazolam","NAT","tab","2mg","2016-11-30","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) with/without agoraphobia","",10
"02424851","Teva-Buprenorphine/Naloxone","TEV","sl tab","2mg & 0.5mg","2015-02-26","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02424878","Teva-Buprenorphine/Naloxone","TEV","sl tab","8mg & 2mg","2015-02-26","","buprenorphine + naloxone","opioid- mainly used for opioid use disorder","",38.8
"02425599","Mylan-Tramadol/Acet","MYL","tab","37.5mg & 325mg","2015-03-31","","tramadol hydrochloride","opioid- post-operative pain and muscoskeletal injuries (short-term)","",1
"02426153","Apo-Tramadol","APX","tab","50mg","2014-08-01","","tramadol hydrochloride","opioid- post-operative pain and muscoskeletal injuries (short-term)","",1
"02429810","Lorazepam","SIV","tab","1mg","2016-07-15","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset","",5
"02429829","Lorazepam","SIV","tab","2mg","2016-07-15","","lorazepam","bzd- genralized anxiety and insomnia (lower potency than alprazolam). may be used for acute anxiety attacks due to faster onset","",5
"02434601","Jamp Alprazolam","JPC","tab","0.25mg","2022-03-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02434628","Jamp Alprazolam","JPC","tab","0.5mg","2022-03-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02434636","Jamp Alprazolam","JPC","tab","1mg","2022-03-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02434644","Jamp Alprazolam","JPC","tab","2mg","2022-03-31","","alprazolam","bzd- genralized anxiety and panic disorder (more potent) and/or agoraphobia","",10
"02439239","Act Amphetamine XR","ACV","er cap","5mg","2015-10-29","","dextroamphetamine sulfate + dextroamphetamine saccharate+ amphetamine asparate monohydrate+amphetamine sulfate","stimulant- adhd","",NA
