"DIN.PIN","Brand.Name","Manufacturer.Code","Dosage.Form","Strength","Effective.Date","End.Date","Active.Ingredients","Active.Ingredient.Class.and.Use","Other.Notes","conversion_factor"
9857590,"Sandoz Fentanyl Patch","SDZ","Trans Patch","100mcg/hr","2017-01-31","","Fentanyl Citrate","Opioid- chronic severe pain, usually end-stage pain","Not for use in opioid naïve patients",NA
9857592,"Teva-Fentanyl","TEV","Trans Patch","100mcg/hr","2017-01-31","","Fentanyl Citrate","Opioid- chronic severe pain, usually end-stage pain","Not for use in opioid naïve patients",NA
9857600,"Apo-HYDROmorphone CR","APX","CR Cap","24mg","2018-11-29","","Hydromophone hydrochloride","Opioid- long term pain relief for severe pain","",NA
9857601,"Apo-HYDROmorphone CR","APX","CR Cap","30mg","2018-11-29","","Hydromophone hydrochloride","Opioid- long term pain relief for severe pain","",NA
9857617,"Sandoz Morphine SR","SDZ","SR Tab","200mg","2019-02-28","","Morphine Sulfate","Opioid- long term pain relief for severe pain","",NA
9857653,"Doloral 1","LAA","O/L","1mg/mL","2021-03-29","","Morphine Hydrochloride","Opioid- long term pain relief for severe pain","",NA
9857654,"Doloral 5","LAA","O/L","5mg/mL","2021-03-29","","Morphine Hydrochloride","Opioid- long term pain relief for severe pain","",NA
9858127,"Sublocade ","IND","Inj Sol-0.5mL Pref Syr","100mg/0.5mL","2020-09-30","","Buprenorphine","Opioid- treatment of severe cases of substance use disorder. Usually administered inpatient (unclear whether outpatient perscription is available)","",NA
9858128,"Sublocade ","IND","Inj Sol-1.5mL Pref Syr","300mg/1.5mL","2020-09-30","","Buprenorphine","Opioid- treatment of severe cases of substance use disorder. Usually administered inpatient (unclear whether outpatient perscription is available)","",NA
9858328,"Apo-Methadone","APX","1mg","Tab","2024-04-30","","Methadone Hydrochloride","Opioid- treatment of severe and chronic pain and sometimes substace use disorder","",NA
